Title,Year,Author,Publication,Cited,URL
KEBIJAKAN DINAS KOPERASI DAN UMKM DALAM MENYALURKAN KREDIT USAHA RAKYAT OLEH PIHAK KETIGA UNTUK MODAL USAHA MIKRO KECIL DAN MENENGAH DI PROVINSI LAMPUNG,2017,Authors : MA HIDAYATULLAH,"FAKULTAS HUKUM, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'KEBIJAKAN DINAS KOPERASI DAN UMKM DALAM MENYALURKAN KREDIT USAHA RAKYAT OLEH PIHAK KETIGA UNTUK MODAL USAHA MIKRO KECIL DAN MENENGAH DI PROVINSI LAMPUNG'
PENERAPAN PEMBERIAN SANKSI TERHADAP MAHASISWA YANG MELAKUKAN PELANGGARAN DISIPLIN DI FAKULTAS HUKUM UNIVERSITAS LAMPUNG,2017,Authors : R EFRILIANDIS,"FAKULTAS HUKUM, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN PEMBERIAN SANKSI TERHADAP MAHASISWA YANG MELAKUKAN PELANGGARAN DISIPLIN DI FAKULTAS HUKUM UNIVERSITAS LAMPUNG'
Implementasi batas usia minimal dalam perkawinan berdasarkan UU Nomor 1 tahun 1974,2017,Authors : B Kharisma,"FAKULTAS HUKUM, 2017",7 cited,https://scholar.google.com/scholar?q=+intitle:'Implementasi batas usia minimal dalam perkawinan berdasarkan UU Nomor 1 tahun 1974'
Implementasi Metode Klasifikasi K-Nearest Neighbor (K-NN) Untuk Pengenalan Pola Batik Motif Lampung,2017,Authors : MA Naufal,Universitas Lampung,4 cited,https://scholar.google.com/scholar?q=+intitle:'Implementasi Metode Klasifikasi K-Nearest Neighbor (K-NN) Untuk Pengenalan Pola Batik Motif Lampung'
Pengembangan Sistem Pencarian Informasi Pada Hadist Riwayat Bukhari,2017,Authors : JP Sidi,"Fakultas MIPA, 2017",6 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Sistem Pencarian Informasi Pada Hadist Riwayat Bukhari'
Implementasi Metode Klasifikasi K-Nearest Neighbor (KNN) Untuk Pengenalan Pola Batik Motif Lampung,2017,Authors : MA NAUFAL,"FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, 2017",13 cited,https://scholar.google.com/scholar?q=+intitle:'Implementasi Metode Klasifikasi K-Nearest Neighbor (KNN) Untuk Pengenalan Pola Batik Motif Lampung'
Model Inovasi Implementasi Melalui Pendekatan Budaya Dalam Program Gerakan Serentak Membangun Kampung (GSMK),2017,"Authors : SD Meilinda, A Dimayati","Prosiding Seminar Nasional Darmajaya 1 (1), 176-193",0 cited,https://scholar.google.com/scholar?q=+intitle:'Model Inovasi Implementasi Melalui Pendekatan Budaya Dalam Program Gerakan Serentak Membangun Kampung (GSMK)'
PENERAPAN MODEL PENEMUAN TERBIMBING UNTUK MENINGKATKAN HASIL BELAJAR IPA SISWA SEKOLAH DASAR,2017,Authors : IWU Tias,"Dwija Cendikia 1 (I), 50-60, 2017",97 cited,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN MODEL PENEMUAN TERBIMBING UNTUK MENINGKATKAN HASIL BELAJAR IPA SISWA SEKOLAH DASAR'
"Penerapan Model Penemuan Terbimbing Untuk Meningkatkan Hasil Belajar Ipa Siswa Sekolah Dasar. DWIJA CENDEKIA: Jurnal Riset Pedagogik, 1 (1), 50–60",2017,Authors : IWU Tias,,36 cited,"https://scholar.google.com/scholar?q=+intitle:'Penerapan Model Penemuan Terbimbing Untuk Meningkatkan Hasil Belajar Ipa Siswa Sekolah Dasar. DWIJA CENDEKIA: Jurnal Riset Pedagogik, 1 (1), 50–60'"
Strategy Outdoor and Knowlledge Biodiversity Toward New Raradigm Environment Secondary Student Bandarlampung,2017,Authors : A Surbakti,"IJEEM-Indonesian Journal of Environmental Education and Management 2 (1), 76-97, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Strategy Outdoor and Knowlledge Biodiversity Toward New Raradigm Environment Secondary Student Bandarlampung'
IDENTIFIKASI GAYA BELAJAR BERDASARKAN GENDER DAN HUBUNGANNYA DENGAN HASIL BELAJAR IPA SISWA SMP KELAS VIII SE-KECAMATAN LABUHAN RATU BANDAR LAMPUNG,2017,Authors : WM ASTARI,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'IDENTIFIKASI GAYA BELAJAR BERDASARKAN GENDER DAN HUBUNGANNYA DENGAN HASIL BELAJAR IPA SISWA SMP KELAS VIII SE-KECAMATAN LABUHAN RATU BANDAR LAMPUNG'
PENGEMBANGAN LEMBAR KEGIATAN PESERTA DIDIK (LKPD) BERBASIS MODEL PROBLEM BASED LEARNING TEMA LINGKUNGAN SAHABAT KITA,2017,"Authors : SKVS DASAR, D WULANSARI",,1 cited,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN LEMBAR KEGIATAN PESERTA DIDIK (LKPD) BERBASIS MODEL PROBLEM BASED LEARNING TEMA LINGKUNGAN SAHABAT KITA'
Hubungan antara Kecerdasan Naturalis dengan Sikap Peduli Lingkungan Siswa SMPN 7 Bandar Lampung,2017,Authors : HB SIMANJUNTAK,"FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara Kecerdasan Naturalis dengan Sikap Peduli Lingkungan Siswa SMPN 7 Bandar Lampung'
ANALISIS KESESUAIAN MATERI KLASIFIKASI HEWAN BUKU TEKS BIOLOGI SMA KELAS X DENGAN KOMPETENSI DASAR KURIKULUM 2013,2017,Authors : A SYUHADA,"FKIP, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS KESESUAIAN MATERI KLASIFIKASI HEWAN BUKU TEKS BIOLOGI SMA KELAS X DENGAN KOMPETENSI DASAR KURIKULUM 2013'
Pengembangan Modul Pembelajaran Biologi Berbasis Keterampilan Berpikir Kritis Siswa Kelas X di Sekolah Menengah Atas,2017,Authors : D Andriani,"UNIVERSITAS LAMPUNG, 2017",7 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Modul Pembelajaran Biologi Berbasis Keterampilan Berpikir Kritis Siswa Kelas X di Sekolah Menengah Atas'
Pengembangan Bahan Ajar Ipa Berbasis Inkuiri Terbimbing Pada Materi Sifat-Sifat Cahaya,2017,Authors : R Hartati,"UNIVERSITAS LAMPUNG, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Bahan Ajar Ipa Berbasis Inkuiri Terbimbing Pada Materi Sifat-Sifat Cahaya'
PENGEMBANGAN LEMBAR KEGIATAN SISWA BERBASIS DISCOVERY LEARNING PADA MATERI HEWAN DAN TUMBUHAN DI LINGKUNGAN RUMAHKU,2017,Authors : D ASMORO,"UNIVERSITAS LAMPUNG, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN LEMBAR KEGIATAN SISWA BERBASIS DISCOVERY LEARNING PADA MATERI HEWAN DAN TUMBUHAN DI LINGKUNGAN RUMAHKU'
IDENTIFIKASI MISKONSEPSI MATERI FOTOSINTESIS DAN RESPIRASI TUMBUHAN PADA SISWA SMP NEGERI KELAS VIII SE-KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN,2017,Authors : P PUSPITASARI,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,0 cited,https://scholar.google.com/scholar?q=+intitle:'IDENTIFIKASI MISKONSEPSI MATERI FOTOSINTESIS DAN RESPIRASI TUMBUHAN PADA SISWA SMP NEGERI KELAS VIII SE-KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN'
PENGEMBANGAN LEMBAR KEGIATAN PESERTA DIDIK (LKPD) BERBASIS MODEL PROBLEM BASED LEARING TEMA LINGKUNGAN SAHABAT KITA SISWA KELAS V SEKOLAH DASAR,2017,Authors : D Wulansari,"UNIVERSITAS LAMPUNG, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN LEMBAR KEGIATAN PESERTA DIDIK (LKPD) BERBASIS MODEL PROBLEM BASED LEARING TEMA LINGKUNGAN SAHABAT KITA SISWA KELAS V SEKOLAH DASAR'
PENGEMBANGAN BAHAN AJAR BERBASIS DISCOVERY PADA PEMBELAJARAN IPA MATERI CAHAYA KELAS IV SEKOLAH DASAR,2017,Authors : MSK Sari,"UNIVERSITAS LAMPUNG, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN BAHAN AJAR BERBASIS DISCOVERY PADA PEMBELAJARAN IPA MATERI CAHAYA KELAS IV SEKOLAH DASAR'
HUBUNGAN ANTARA KECERDASAN NATURALIS DENGAN ETIKA LINGKUNGAN SISWA SMP NEGERI 16 BANDAR LAMPUNG,2017,Authors : FSR Dhania,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,2 cited,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN ANTARA KECERDASAN NATURALIS DENGAN ETIKA LINGKUNGAN SISWA SMP NEGERI 16 BANDAR LAMPUNG'
Pengaruh Karakteristik Perusahaan Dan Kepemilikan Institusional Terhadap Tax Avoidance,2017,"Authors : FA Tawang, RN Sari, A Silfi",JOM Fekon 4 (1),4 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Karakteristik Perusahaan Dan Kepemilikan Institusional Terhadap Tax Avoidance'
Pengaruh Karakteristik Perusahaan Dan Kepemilikan Institusional Terhadap Tax Advoidance (Studi Empiris Pada Perusahaan Sektor Manufaktur Yang Terdaftar Di Bursa Efek Indonesia …,2017,"Authors : FA Tawang, RN Sari","Jom Fekon 4 (1), 1â, 2017",13 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Karakteristik Perusahaan Dan Kepemilikan Institusional Terhadap Tax Advoidance (Studi Empiris Pada Perusahaan Sektor Manufaktur Yang Terdaftar Di Bursa Efek Indonesia …'
ALGORITMA SORTING BERDASARKAN INDEKS DATA TANPA MENGGUNAKAN ARRAY PENANDA,2017,"Authors : GA Irawan, M Yusman","Prosiding Seminar Nasional Sains Mipa dan Aplikasi (ISBN: 978-602-98559-1-3 …, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'ALGORITMA SORTING BERDASARKAN INDEKS DATA TANPA MENGGUNAKAN ARRAY PENANDA'
DAMPAK SEKURITISASI KEBIJAKAN PEMERINTAH AUSTRALIA TERHADAP IRREGULAR MARITIME ARRIVALS,2017,Authors : IJ Wiranata,"Jurnal PIR Vol 2 (1), 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'DAMPAK SEKURITISASI KEBIJAKAN PEMERINTAH AUSTRALIA TERHADAP IRREGULAR MARITIME ARRIVALS'
Pembelajaran Langsung Berbantuan Media Gambar Fotografi untuk Membantu Mahasiswa Membangun Konsep Himpunan,2017,"Authors : F Fatmah, A Rahman","Jurnal Ilmiah Mandala Education 3 (2), 249-258, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran Langsung Berbantuan Media Gambar Fotografi untuk Membantu Mahasiswa Membangun Konsep Himpunan'
THE BODY COMPOSITION AND SOMATOTYPE CHARACTERISTICS OF UNITS ACTIVITY OF SPORTS COLLEGE MALE AT UNY,2017,"Authors : E Purnomo, EH Mansur","THE 4 th INTERNATIONAL CONFERENCE ON PHYSICAL EDUCATION, SPORT AND HEALTH …, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'THE BODY COMPOSITION AND SOMATOTYPE CHARACTERISTICS OF UNITS ACTIVITY OF SPORTS COLLEGE MALE AT UNY'
Pembelajaran Think Pair Share Untuk Meningkatkan Social Skill Siswa Mata Pelajaran Kewirausahaan,2017,"Authors : A Gunawan, P Pargito, E Purnomo","Jurnal Studi Sosial/Journal of Social Studies 5 (4), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran Think Pair Share Untuk Meningkatkan Social Skill Siswa Mata Pelajaran Kewirausahaan'
WAKTU OPTIMAL PEMBERSIHAN TERAK PADA MULTIPASS WELDING BAJA AISI 1020,2017,"Authors : S Sugiyanto, T Tarkono",LPPM Unila,0 cited,https://scholar.google.com/scholar?q=+intitle:'WAKTU OPTIMAL PEMBERSIHAN TERAK PADA MULTIPASS WELDING BAJA AISI 1020'
PENAMBAHAN SERAT TANDAN KOSONG KELAPA SAWIT (TKKS) DALAM RANGKA MEREDUKSI BERAT KOMPOSIT PAPAN SEMEN,2017,"Authors : T Tarkono, A Hadi","Jurnal ROTOR 10 (2), 36-41, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENAMBAHAN SERAT TANDAN KOSONG KELAPA SAWIT (TKKS) DALAM RANGKA MEREDUKSI BERAT KOMPOSIT PAPAN SEMEN'
Konsumsi Minuman Manis dan Kegemukan pada Mahasiswa,2017,"Authors : A Hardiansyah, AE Yunianto, DR Laksitoresmi, I Tanziha","Jurnal Gizi 6 (2), 2017",18 cited,https://scholar.google.com/scholar?q=+intitle:'Konsumsi Minuman Manis dan Kegemukan pada Mahasiswa'
Efektivitas Sari Buah Kurma terhadap Anemia Defisiensi Besi (ADB) pada Balita,2017,"Authors : PRA Sangging, A Abdillah","J Major [Internet] 6 (2), 12-7, 2017",8 cited,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Sari Buah Kurma terhadap Anemia Defisiensi Besi (ADB) pada Balita'
Efek Pemberian Infusa Daun Sirsak (Annona Muricata Linn) terhadap Penurunan Kadar Asam Urat Darah,2017,Authors : PRA Sangging,"Jurnal Majority 6 (2), 1-5, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Efek Pemberian Infusa Daun Sirsak (Annona Muricata Linn) terhadap Penurunan Kadar Asam Urat Darah'
Efektivitas Teh Daun Sirsak (Annona muricata Linn) Terhadap Hipertensi,2017,"Authors : PRA Sangging, MRN Sari","Jurnal Majority 6 (2), 50-55, 2017",14 cited,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Teh Daun Sirsak (Annona muricata Linn) Terhadap Hipertensi'
"PENGARUH MOTIVASI BERPRESTASI, MINAT BELAJAR, SIKAP, DAN IKLIM SEKOLAH TERHADAP HASIL BELAJAR",2017,"Authors : I Sumiyati, P Pujiati, A Maydiantoro","JEE (Jurnal Edukasi Ekobis) 5 (6), 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'PENGARUH MOTIVASI BERPRESTASI, MINAT BELAJAR, SIKAP, DAN IKLIM SEKOLAH TERHADAP HASIL BELAJAR'"
"Pengaruh Disiplin, Motivasi, Perhatian Orang Tua dan Pemanfaatan Perpustakaan Terhadap Hasil Belajar",2017,"Authors : EJ Sinaga, A Maydiantoro","JEE (Jurnal Edukasi Ekobis) 5 (7), 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Disiplin, Motivasi, Perhatian Orang Tua dan Pemanfaatan Perpustakaan Terhadap Hasil Belajar'"
Hasil Belajar Model Student Facilitator And Explaining (SFAE) Dan Think Pair And Share (TPS) Mempertimbangkan Kecerdasan Emosional (EQ),2017,"Authors : FA Zomi, N Nurdin, A Maydiantoro","JEE (Jurnal Edukasi Ekobis) 5 (3), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Hasil Belajar Model Student Facilitator And Explaining (SFAE) Dan Think Pair And Share (TPS) Mempertimbangkan Kecerdasan Emosional (EQ)'
CERITA RAKYAT LAMPUNG BARAT,2017,Authors : A Albet Maydiantoro,"Pascasarjana Universitas Lampung 1 (1), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'CERITA RAKYAT LAMPUNG BARAT'
Majas dalam Anak Ini Mau Mengencingi Jakarta? dan Kelayakannya Sebagai Bahan Ajar,2017,"Authors : E Prihastuti, K Nazaruddin, E Suyanto","Majas dalam Anak Ini Mau Mengencingi Jakarta? dan Kelayakannya Sebagai Bahan …, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Majas dalam Anak Ini Mau Mengencingi Jakarta? dan Kelayakannya Sebagai Bahan Ajar'
Pemanfaatan Media Audio Visual untuk Meningkatkan Aktivitas Siswa dan Keterampilan Berbicara (Bebalah),2017,"Authors : M Rulia, E Suyanto, I Hilal","PEMANFAATAN MEDIA AUDIO VISUAL UNTUK MENINGKATKAN AKTIVITAS SISWA DAN …, 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Media Audio Visual untuk Meningkatkan Aktivitas Siswa dan Keterampilan Berbicara (Bebalah)'
Perilaku Tokoh dalam Cerpen Indonesia: Kajian Sosiopsikosastra terhadap Cerpen Agus Noor & Joni Ariadinata,2017,Authors : ES Edi Suyanto,,0 cited,https://scholar.google.com/scholar?q=+intitle:'Perilaku Tokoh dalam Cerpen Indonesia: Kajian Sosiopsikosastra terhadap Cerpen Agus Noor & Joni Ariadinata'
"Membina, Memelihara, dan Menggunakan Bahasa Indonesia Secara Benar: Kajian Historis-Teoretis dan Praktis Tulis",2017,Authors : ES Edi Suyanto,,1 cited,"https://scholar.google.com/scholar?q=+intitle:'Membina, Memelihara, dan Menggunakan Bahasa Indonesia Secara Benar: Kajian Historis-Teoretis dan Praktis Tulis'"
Pendidikan Kewarganegaraan Perspektif Internasional,2017,Authors : DS Putri,,0 cited,https://scholar.google.com/scholar?q=+intitle:'Pendidikan Kewarganegaraan Perspektif Internasional'
Kemampuan Berpidato Siswa Kelas X SMA Negeri 3 Kotabumi dan Implikasinya,2017,"Authors : HN Putri, I Sunarti, S Samhati","Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) 5 (4), 1-23, 2017",8 cited,https://scholar.google.com/scholar?q=+intitle:'Kemampuan Berpidato Siswa Kelas X SMA Negeri 3 Kotabumi dan Implikasinya'
Pengelolaan Kelas oleh Guru Bahasa Indonesia di Kelas VII K,2017,"Authors : RI Aguslina, S Samhati, F Ariyani","Jurnal Kata: Bahasa, Sastra, dan Pembelajarannya 5 (4 Sep), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengelolaan Kelas oleh Guru Bahasa Indonesia di Kelas VII K'
Pengembangan Bahan Ajar Menulis Cerpen Berbasis Teks dengan Metode Cerpen-Gram,2017,"Authors : S Sukistiono, E Suyanto, S Samhati","J-SIMBOL (Bahasa, Sastra, dan Pembelajarannya) 5 (3), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Bahan Ajar Menulis Cerpen Berbasis Teks dengan Metode Cerpen-Gram'
Pengaruh Pembelajaran Contextual Teaching and Learning (CTL) dalam Memahami Warahan,2017,"Authors : R Rumiyati, S Samhati, AE Sanusi","JURNAL TIYUH LAMPUNG 1 (1 JUNI), 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pembelajaran Contextual Teaching and Learning (CTL) dalam Memahami Warahan'
Variasi Bahasa dalam Acara Talk Show Mata Najwa Maret 2016 dan Implikasinya,2017,"Authors : L Ulasma, S Samhati","Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) 5 (1, April)",0 cited,https://scholar.google.com/scholar?q=+intitle:'Variasi Bahasa dalam Acara Talk Show Mata Najwa Maret 2016 dan Implikasinya'
PEMBELAJARAN MENULIS CERITA PENDEK SISWA KELAS XI SMA MUHAMMADIYAH 2 BANDAR LAMPUNG,2017,"Authors : D Syafutra, S Samhati","Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) 5 (1, April)",0 cited,https://scholar.google.com/scholar?q=+intitle:'PEMBELAJARAN MENULIS CERITA PENDEK SISWA KELAS XI SMA MUHAMMADIYAH 2 BANDAR LAMPUNG'
Tindak Tutur Persuasi pada Brosur Layanan Bimbingan Belajar dan Implikasinya,2017,"Authors : F Fittriandhari, NE Rusminto, S Samhati","Jurnal Kata: Bahasa, Sastra, dan Pembelajarannya 5 (4 Sep), 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Tindak Tutur Persuasi pada Brosur Layanan Bimbingan Belajar dan Implikasinya'
Variasi Bahasa dalam Acara Talk Show Mata Najwa Periode Maret 2016 dan Implikasinya dalam Pembelajaran Bahasa Indonesia di SMA,2017,Authors : L Ulasma,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2017",18 cited,https://scholar.google.com/scholar?q=+intitle:'Variasi Bahasa dalam Acara Talk Show Mata Najwa Periode Maret 2016 dan Implikasinya dalam Pembelajaran Bahasa Indonesia di SMA'
Genre Tari Persembahan Sebagai Identitas Budaya Masyarakat Lampung,2017,Authors : D Habsary,"PPS ISI Yogyakarta, 2017",4 cited,https://scholar.google.com/scholar?q=+intitle:'Genre Tari Persembahan Sebagai Identitas Budaya Masyarakat Lampung'
Tarian sebagai medium representasi masa lalu ke sekarang dan masa depan,2017,Authors : D Habsary,"Jurnal Meta Kom 1 (2), 1-10, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Tarian sebagai medium representasi masa lalu ke sekarang dan masa depan'
Pi'il Dalam Gerak Tari Lampung,2017,Authors : D Habsary,,3 cited,https://scholar.google.com/scholar?q=+intitle:'Pi'il Dalam Gerak Tari Lampung'
Efektivitas Asam Klorogenik dalam Ekstrak Kopi Hijau untuk Penurunan Berat Badan Pasien Obesitas,2017,"Authors : O Natania, S Musyabiq","Jurnal Majority 7 (1), 94-99, 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Asam Klorogenik dalam Ekstrak Kopi Hijau untuk Penurunan Berat Badan Pasien Obesitas'
Hubungan antara Diet Gluten Free Casein Free (GFCF) dengan Asupan Makanan dan Aktivitas Fisik Anak Autis di SLB Insan Madani dan Pusat Layanan Autis Kota Metro Tahun 2016,2017,"Authors : M Aditya, SM Wijaya","Jurnal Kedokteran Universitas Lampung 1 (3), 553-557, 2017",6 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara Diet Gluten Free Casein Free (GFCF) dengan Asupan Makanan dan Aktivitas Fisik Anak Autis di SLB Insan Madani dan Pusat Layanan Autis Kota Metro Tahun 2016'
Hubungan sindrom koroner akut dengan riwayat diabetes melitus di RSUD Dr. H. Abdoel Moeloek,2017,"Authors : RN Iyos, SM Wijaya","Jurnal Kedokteran Universitas Lampung 1 (3), 549-552, 2017",7 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan sindrom koroner akut dengan riwayat diabetes melitus di RSUD Dr. H. Abdoel Moeloek'
Pengaruh sustainability report pada reaksi pasar dengan kinerja keuangan sebagai variabel kontrol,2017,"Authors : MS Wijaya, IP Sudana","E-Jurnal Akuntansi Universitas Udayana 21 (1), 616-642, 2017",12 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh sustainability report pada reaksi pasar dengan kinerja keuangan sebagai variabel kontrol'
"Pengaruh Konsumsi Rumah Tangga, Investasi, Dan Pengeluaran Pemerintah Terhadap Perekonomian Di Provinsi Lampung",2017,"Authors : E Maimunah, S Pramaningtyas","Jurnal Ekonomi Pembangunan 6 (3), 267-282, 2017",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh Konsumsi Rumah Tangga, Investasi, Dan Pengeluaran Pemerintah Terhadap Perekonomian Di Provinsi Lampung'"
DETERMINANTS OF BANKING EFFICIENCY IN ASEAN 5 COUNTRIES TO FACE ASEAN BANKING INTEGRATION FRAMEWORK,2017,"Authors : E Maimunah, NH Sitorus, F Dian",,0 cited,https://scholar.google.com/scholar?q=+intitle:'DETERMINANTS OF BANKING EFFICIENCY IN ASEAN 5 COUNTRIES TO FACE ASEAN BANKING INTEGRATION FRAMEWORK'
INDONESIAN BANKING EFFICIENCY TO FACE ASEAN BANKING INTEGRATION FRAMEWORK,2017,"Authors : NH Sitorus, E Maimunah, F Dian",,0 cited,https://scholar.google.com/scholar?q=+intitle:'INDONESIAN BANKING EFFICIENCY TO FACE ASEAN BANKING INTEGRATION FRAMEWORK'
